id,title,keywords,project,obsoletedBy,isPublic,dataUrl,abstract,attributeName,kingdom,phylum,class,order,family,genus,species,access
doi:10.18739/A2SF2MC0X,"Happy Valley: CO2, H2O and Heat Flux Data (ASCII) [Oechel, W.]","c(""Arctic"", ""Surface"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2SF2MC0X,"This data set contains eddy correlation data including CO2, H20, and Heat Flux at the Happy Valley Site in Alaska, 1994. This data set is also available in an Excel format. For more information, please see the readme file. NOTE: This dataset contains the data in ASCII format.","c(""Day"", ""Time"", ""20 cm T"", ""10 cm T"", ""8 cm T"", ""5 cm T"", ""0 cm T"", ""(5) cm T"", ""(10) cm T"", ""(15) cm T"", ""(20) cm T"", ""(25) cm T"", ""(30) cm T"", ""(35) cm T"", ""(40) cm T"", ""(50) cm T"", ""(60) cm T"", ""(70) cm T"", ""20 cm WT"", ""20 cm DT"", ""50 cm WT"", ""50 cm DT"", ""100 cm WT"", ""100 cm DT"", ""200 cm WT"", ""200 cm DT"", ""PAR"", ""Rnet"", ""Rsolar"", ""G1"", ""G2"", ""Ave G"", ""Corr. G"", ""WS 20 cm"", ""ws 50 cm"", ""WS 100 cm"", ""WS 200 cm"", ""W. Direction"", ""SD W. Dir."", ""Ave. u"", ""u*"", ""Corr. H"", ""WPL w'E'"", ""Le"", ""WPL w'C'""
)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5065/D647481V,"Happy Valley: CO2, H2O and Heat Flux Data (Excel) [Oechel, W.]","c(""Arctic"", ""Surface"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5065%2FD647481V,"This data set contains eddy correlation data including CO2, H20, and Heat Flux at the Happy Valley Site in Alaska, 1994. The data is in excel format. For more information, please see the readme file.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.18739/A2FX73Z8T,"Home Page for the Circumpolar Active Layer Monitoring (CALM) program, 1990-2002","c(""Arctic"", ""Surface"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2FX73Z8T,"This dataset consists of the Home Page for the Circumpolar Active Layer Monitoring (CALM) program as well as multiple directories and files of jpg and gif images, docs, html files, powerpoint, xls and txt files. The data are from a CD and are contained in a single gzipped tar file. The CALM program is designed to monitor and model changes in the thickness of the active layer above permafrost. CALM consists of 81 research sites operated by researchers from Austria, Canada, China, Denmark/Greenland, Kazakstan, Poland/Svalbard, Russia, Sweden/Svalbard, Switzerland and the United States. Investigators at these sites measure the seasonal thaw depth across plots using a standard protocol. Soil and air temperature, and soil moisture content, are also measured at many sites using a standard format. The soil, landscape, and vegetation at each site is also described.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.18739/A2JH3D393,Humans and Hydrology at High Latitudes: Community Information,"c(""Social Science Interview"", ""Hydrology"", ""Arctic"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2JH3D393,"This data set contains detailed community information for regions of Canada and Alaska. These data are utilized in the Arctic Rapid Integrated Monitoring System (ArcticRIMS) project to improve the development of the water stress model. This water stress model shows the effects of water resources, humans and climate change in the Arctic. Recent studies suggest that climate change will have a significant impact on Arctic hydrology. However, it is currently unknown which regions of the pan-Arctic are most vulnerable to future changes. In order to begin to address the future change to freshwater availability on a pan-Arctic scale, a system of Arctic typologies were used to enable the integration of biophysical data with socio-cultural data produced regionally, such as demographics and water values. Those mature data sets were used to study the strategic transformations of the high latitude water cycle. The overall objective of this research is to use a wide array of existing data sets in a synthesis effort to describe the vital role of freshwater in the lives of people in the pan-Arctic, how it has changed in the recent past, and how it is likely to change in the future.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.6067:XCV8K073T9_meta$v=1470420061937,"IDENTIFICATION OF WOOD FROM THE SALMON RIVER ESTUARY, OREGON","c(""Historic"", ""Data Recovery / Excavation"", ""Three Rox shipwreck"", ""Wood"", ""Wood Identification"", ""11-051"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.6067%3AXCV8K073T9_meta%24v%3D1470420061937,"A single wood sample from an area believed to be the possible site of the Three Rox shipwreck was submitted for identification. This site is located in the Salmon River Estuary, Oregon. The wood is speculated to be part of an ancient shipwreck. “Amateur British historian Bob Ward has hypothesized the vessel is a Spanish Barque, pirated by Francis Drake on his famous voyage while in Costa Rica, and piloted by Rodrego Tello” (Kutsch 2011).",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA
doi:10.5065/D6W0942Z,"IGBP High Latitude Transects [McGuire, A. D. et al.]","c(""High Latitude Transects"", ""Arctic"", ""Surface"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5065%2FD6W0942Z,"This dataset is an evaluation of how vegetation distribution, carbon stocks and turnover, and water and energy exchange are related to environmental variation spanned by the network of the International Geosphere–Biosphere Program (IGBP) high latitude transects.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.18739/A2DP8T,ITEX Control Phenology synthesis dataset,"c(""EARTH SCIENCE > BIOSPHERE > VEGETATION > PLANT PHENOLOGY"", ""IN SITU/LABORATORY INSTRUMENTS > PHOTON/OPTICAL DETECTORS > VISUAL OBSERVATIONS"", ""MANNED FIELD STATION"", ""MULTIPLE"", ""LESS THAN 1 METER"", ""DAILY TO WEEKLY"", ""environment"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2DP8T,These data are the synthesis data of phenology of control plots from across the International Tundra Experiment (ITEX) network for sites operating during the International Polar Year (IPY).,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.18739/A2XW47X20,Images of Normalized Difference Vegetation Index (NDVI) Data from International Tundra Experiment (ITEX) 1999,Arctic,NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2XW47X20,"This dataset contains jpg images of the Normalized Difference Vegetation Index (NDVI) Data from ITEX 1999. For more information, please see the readme file.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F1ZG6QFR,Infanticide by females in mammals,"c(""social competition"", ""sexual selection"", ""phylogenetic comparison"", ""sociality"", ""kinship"", ""behavior"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1ZG6QFR,The data presented in these sheets is the basis for the analyses presented in: Lukas D. & Huchard E. (2018)  The evolution of infanticide by females in mammals. bioRxiv 405688; doi: https://doi.org/10.1101/405688,"c(""animal"", ""femaleinfanticide_anyform"", ""captivity"", ""femaleinfanticide_extraterritorial"", ""femaleinfanticide_socialbreeder"", ""femaleinfanticide_breedingassociation"", ""femaleinfanticide_pairbreeder"", ""socialsystem_solitary"", ""socialsystem_socialbreeder"", ""socialsystem_associatedbreeder"", ""socialsystem_pairbreeder"", ""socialsystem_paternalcare"", ""socialsystem_cooperativebreeder"", ""socialsystem_singlebreedingfemale_perrange"", ""female_philopatry"", ""average_relatedness"", ""litter_size"", ""interbirth_interval"", 
""weaning_age"", ""offspring_mass"", ""adult_body_mass"", ""relative_offspringmass"", ""maleinfanticide"", ""carnivore"", ""environmental_harshness"", ""maternal_energetic_investment"", ""burrow_use"", ""milk_energy"", ""relative_growth_rate"", ""number_potential_allocarers"", ""dominance_hierarchy"", ""agedependent_rankacquisition"", ""nepotistic_rankacquisition"", ""forcible_evictions"", ""Species"", ""Killer_high_ranking?"", ""Killer_subordinate?"", ""Killer_old?"", ""Killer_young?"", ""Killer_pregnant?"", ""Killer_with_dependant_young?"", 
""Killer_pregnant_or_with_dependent_offspring"", ""Victims_dependent?"", ""Victims_altricial?"", ""Killer_&_victims_related?"", ""Killer_&_victims_in_same_social_group?"", ""Offspring_sex?"", ""Killer_&_victim_share_burrow?"", ""Captvity?"", ""Victim_litter_size?"", ""Attempt_to_suckle_by_victim?"", ""Communal_nursing_observed?"")",NULL,NULL,Mammalia,NULL,NULL,NULL,NULL,FALSE
doi:10.5065/D69C6VFZ,"Integrated Chlorophyll (0-100 m, mg m-2), All Data [Ashjian]","c(""Ship"", ""Arctic"", ""Biology"", ""Oceanography"", ""oceans"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5065%2FD69C6VFZ,"This data set contains the integrated chlorophyll concentration (milligrams per square meter (mg/m2)) in the upper 100 meters or total water column for depths shallower than 100 meters and maximum chlorophyll concentration at each station. The data set from where the data originated is identified in the first column. Each station has a unique ID (second column). Bottom depth noted where available. Missing values are denoted with -999.99. No information on time zone was available. This dataset is part of the Pacific Marine Arctic Regional Synthesis (PacMARS) Project. Note: sources for the data are listed in the documentation link below, and more completely available in the companion dataset.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5065/D67S7KTG,Integrated Chlorophyll Concentration 1980-1999 [Ashjian] - Preliminary,"c(""Ship"", ""Arctic"", ""Oceanography"", ""oceans"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5065%2FD67S7KTG,Extracted chlorophyll. Missing value = -999. Note: this dataset is preliminary and has been superseded. See below for link.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F15X2739,"Invertebrate visitation to Silene acaulis flowers in BC, Canada","c(""pollinators"", ""alpine"", ""flowers"", ""insects"", ""bess"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF15X2739,"Positive interactions are ubiquitous processes within ecological communities that influence patterns of species diversity and ecosystem functioning. By reducing abiotic stress, such as desiccation, nurse plants positively affect (facilitate) associated plant species. Although plantâplant interactions are well documented, consequences of plants on higher trophic levels are rarely examined. Here, we test for trophic consequences of the plant community by comparing visitation and diversity of pollinator and arthropod communities between cushion plants and nonâcushion plants throughout the season. Cushion plants were found to have significantly higher visitation rate and diversity of both arthropods and pollinators relative to all other nonâcushion plants. The positive effect of cushion plants found here can be explained for arthropods by cooler and more humid conditions and for pollinators by providing more abundant floral resources throughout the season. Although cushion plants have commonly been reported to facilitate other plants, this study shows that the cushion plant Silene acaulis has a positive effect on plants, arthropods, and pollinators with the greatest positive effect on pollinators. Other cushion plant species are likely also foundation species for many alpine trophic levels and have the capacity to stabilize species diversity at a community level by providing refuges for arthropods and resources for pollinators.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,Silene acaulis,FALSE
